id,db_id,name,kind,frame_key,archive,frame_index,resolution
1931,1916,Black bean sauce,usda,Black bean sauce,1,14373,direct
1932,1917,Beans and franks,usda,Beans and franks,1,509,direct
1933,1918,Pork and beans,usda,Pork and beans,1,7226,direct
1934,1919,"Beans with meat, NS as to type",usda,"Beans with meat, NS as to type",1,553,direct
1935,1920,Falafel,usda,Falafel,1,737,direct
1936,1921,Bean cake,usda,Bean cake,1,149,direct
1937,1922,"Baked beans, reduced sodium",usda,"Baked beans, reduced sodium",1,1930,direct
1938,1923,"Chili, vegetarian",usda,"Chili, vegetarian",1,2962,direct
1939,1924,"Blackeyed peas, NFS",usda,"Blackeyed peas, NFS",1,4477,direct
1940,1925,"Blackeyed peas, from dried",usda,"Blackeyed peas, from dried",1,7050,direct
,1926,"Chickpeas, NFS",dravya,"Chickpeas, NFS",1,4092,direct
1942,1927,"Chickpeas, from dried, fat added",usda,"Chickpeas, from dried, fat added",1,4443,direct
1943,1928,"Chickpeas, from dried, no added fat",usda,"Chickpeas, from dried, no added fat",1,10167,direct
1944,1929,"Chickpeas, from canned, fat added",usda,"Chickpeas, from canned, fat added",1,8450,direct
1945,1930,"Chickpeas, from canned, no added fat",usda,"Chickpeas, from canned, no added fat",1,12362,direct
1946,1931,"Chickpeas, from canned, reduced sodium",usda,"Chickpeas, from canned, reduced sodium",1,9279,direct
1947,1932,"Split peas, from dried, no added fat",usda,"Split peas, from dried, no added fat",1,12330,direct
1948,1933,"Split peas, from dried, fat added",usda,"Split peas, from dried, fat added",1,8075,direct
1949,1934,Wasabi peas,usda,Wasabi peas,1,2768,direct
1950,1935,"Lentils, NFS",usda,"Lentils, NFS",1,427,direct
1951,1936,"Lentils, from dried, fat added",usda,"Lentils, from dried, fat added",1,9733,direct
1952,1937,"Lentils, from dried, no added fat",usda,"Lentils, from dried, no added fat",1,5478,direct
1953,1938,"Lentils, from canned",usda,"Lentils, from canned",1,12170,direct
1954,1939,Dal,usda,Dal,1,13570,direct
1955,1940,Bean chips,usda,Bean chips,1,4620,direct
1956,1941,"Papad, grilled or broiled",usda,"Papad, grilled or broiled",1,361,direct
,1942,"Sambar, vegetable stew",dravya,"Sambar, vegetable stew",1,14257,direct
1958,1943,Lentil curry,usda,Lentil curry,1,4700,direct
1959,1944,Lentil curry with rice,usda,Lentil curry with rice,1,4327,direct
1960,1945,Soy nuts,usda,Soy nuts,1,2781,direct
1961,1946,Soy chips,usda,Soy chips,1,11841,direct
1962,1947,Soybean curd,usda,Soybean curd,1,4024,direct
1963,1948,"Edamame, cooked",usda,"Edamame, cooked",1,83,direct
1964,1949,Soybean curd cheese,usda,Soybean curd cheese,1,11138,direct
1965,1950,Miso sauce,usda,Miso sauce,1,5831,direct
1966,1951,Hoisin sauce,usda,Hoisin sauce,1,13211,direct
1967,1952,Soy sauce,usda,Soy sauce,1,10439,direct
1968,1953,"Soy sauce, reduced sodium",usda,"Soy sauce, reduced sodium",1,11781,direct
1969,1954,"Yogurt, soy",usda,"Yogurt, soy",1,14024,direct
1970,1955,Teriyaki sauce,usda,Teriyaki sauce,1,11986,direct
1971,1956,"Teriyaki sauce, reduced sodium",usda,"Teriyaki sauce, reduced sodium",1,10475,direct
1972,1957,Worcestershire sauce,usda,Worcestershire sauce,1,12517,direct
1973,1958,"Soybean curd, deep fried",usda,"Soybean curd, deep fried",1,2456,direct
1974,1959,"Soybean curd, breaded, fried",usda,"Soybean curd, breaded, fried",1,3245,direct
1975,1960,"Vermicelli, made from soybeans",usda,"Vermicelli, made from soybeans",1,4704,direct
1976,1961,"Textured vegetable protein, dry",usda,"Textured vegetable protein, dry",1,14162,direct
1977,1962,"Frozen dessert, non-dairy",usda,"Frozen dessert, non-dairy",1,14311,direct
1978,1963,"Soup, bean",usda,"Soup, bean",1,1167,direct
1979,1964,"Soup, bean, canned",usda,"Soup, bean, canned",1,5461,direct
1980,1965,"Soup, miso or tofu",usda,"Soup, miso or tofu",1,6352,direct
1981,1966,"Soup, bean, canned, reduced sodium",usda,"Soup, bean, canned, reduced sodium",1,9836,direct
1982,1967,"Soup, bean, with meat",usda,"Soup, bean, with meat",1,14158,direct
1983,1968,"Soup, split pea, with meat",usda,"Soup, split pea, with meat",1,12363,direct
1984,1969,"Soup, split pea",usda,"Soup, split pea",1,4379,direct
1985,1970,"Soup, lentil, canned",usda,"Soup, lentil, canned",1,10203,direct
1986,1971,"Soup, lentil, canned, reduced sodium",usda,"Soup, lentil, canned, reduced sodium",1,10887,direct
1987,1972,"Soup, lentil",usda,"Soup, lentil",1,11298,direct
1988,1973,"Soup, lentil, with meat",usda,"Soup, lentil, with meat",1,10218,direct
1989,1974,"Soup, mulligatawany",usda,"Soup, mulligatawany",1,8806,direct
1990,1975,"Bacon strip, meatless",usda,"Bacon strip, meatless",1,12209,direct
1991,1976,Bacon bits,usda,Bacon bits,1,2126,direct
1992,1977,"Breakfast link, pattie, or slice, meatless",usda,"Breakfast link, pattie, or slice, meatless",1,1454,direct
1993,1978,"Chicken, meatless, NFS",usda,"Chicken, meatless, NFS",1,323,direct
1994,1979,"Hot dog, vegetarian",usda,"Hot dog, vegetarian",1,8736,direct
1995,1980,"Luncheon slice, meatless-beef, chicken, salami or turkey",usda,"Luncheon slice, meatless-beef, chicken, salami or turkey",1,8024,direct
1996,1981,"Meatball, meatless",usda,"Meatball, meatless",1,2236,direct
1997,1982,"Veggie burger patty, no bun",usda,"Veggie burger patty, no bun",1,2182,direct
1998,1983,"Swiss steak, with gravy, meatless",usda,"Swiss steak, with gravy, meatless",1,2550,direct
1999,1984,"Pot pie, no meat",usda,"Pot pie, no meat",1,9702,direct
2000,1985,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",usda,"Tofu and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, with soy-based sauce",1,5570,direct
2001,1986,"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",usda,"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",1,2740,direct
2002,1987,"Vegetarian, fillet",usda,"Vegetarian, fillet",1,2214,direct
2003,1988,Vegetarian stew,usda,Vegetarian stew,1,4339,direct
2004,1989,Vegetarian stroganoff,usda,Vegetarian stroganoff,1,10615,direct
2005,1990,"Veggie burger, on bun",usda,"Veggie burger, on bun",1,2941,direct
2006,1991,"Veggie burger, on bun, with cheese",usda,"Veggie burger, on bun, with cheese",1,13672,direct
2007,1992,Falafel sandwich,usda,Falafel sandwich,1,1533,direct
2008,1993,"Nuts, NFS",usda,"Nuts, NFS",1,10271,direct
,1994,"Almonds, NFS",dravya,"Almonds, NFS",1,7425,direct
2010,1995,"Almonds, unroasted",usda,"Almonds, unroasted",1,3612,direct
2011,1996,"Almonds, salted",usda,"Almonds, salted",1,9672,direct
2012,1997,"Almonds, lightly salted",usda,"Almonds, lightly salted",1,2601,direct
2013,1998,"Almonds, unsalted",usda,"Almonds, unsalted",1,9389,direct
2014,1999,"Almonds, flavored",usda,"Almonds, flavored",1,5414,direct
2015,2000,"Almonds, honey roasted",usda,"Almonds, honey roasted",1,2605,direct
,2001,Brazil nuts,dravya,Brazil nuts,1,11584,direct
,2002,"Cashews, NFS",dravya,"Cashews, NFS",1,7387,direct
2018,2003,"Cashews, unroasted",usda,"Cashews, unroasted",1,2829,direct
2019,2004,"Cashews, salted",usda,"Cashews, salted",1,2110,direct
2020,2005,"Cashews, lightly salted",usda,"Cashews, lightly salted",1,6379,direct
2021,2006,"Cashews, unsalted",usda,"Cashews, unsalted",1,7151,direct
2022,2007,"Cashews, honey roasted",usda,"Cashews, honey roasted",1,679,direct
,2008,Chestnuts,dravya,Chestnuts,1,11422,direct
,2009,"Coconut, fresh",dravya,"Coconut, fresh",1,14031,direct
2025,2010,"Coconut, packaged",usda,"Coconut, packaged",1,3543,direct
,2011,Hazelnuts,dravya,Hazelnuts,1,453,direct
2027,2012,Macadamia nuts,usda,Macadamia nuts,1,11167,direct
2028,2013,"Mixed nuts, NFS",usda,"Mixed nuts, NFS",1,4353,direct
2029,2014,"Mixed nuts, unroasted",usda,"Mixed nuts, unroasted",1,5978,direct
2030,2015,"Mixed nuts, with peanuts, salted",usda,"Mixed nuts, with peanuts, salted",1,7287,direct
2031,2016,"Mixed nuts, with peanuts, lightly salted",usda,"Mixed nuts, with peanuts, lightly salted",1,6384,direct
2032,2017,"Mixed nuts, with peanuts, unsalted",usda,"Mixed nuts, with peanuts, unsalted",1,5418,direct
2033,2018,"Mixed nuts, without peanuts, salted",usda,"Mixed nuts, without peanuts, salted",1,2009,direct
2034,2019,"Mixed nuts, without peanuts, unsalted",usda,"Mixed nuts, without peanuts, unsalted",1,4988,direct
2035,2020,"Mixed nuts, honey roasted",usda,"Mixed nuts, honey roasted",1,6546,direct
2036,2021,"Peanuts, NFS",usda,"Peanuts, NFS",1,924,direct
2037,2022,"Peanuts, boiled",usda,"Peanuts, boiled",1,7452,direct
2038,2023,"Peanuts, unroasted",usda,"Peanuts, unroasted",1,916,direct
2039,2024,"Peanuts, roasted, salted",usda,"Peanuts, roasted, salted",1,2751,direct
2040,2025,"Peanuts, roasted, unsalted",usda,"Peanuts, roasted, unsalted",1,9883,direct
2041,2026,"Peanuts, dry roasted, salted",usda,"Peanuts, dry roasted, salted",1,1004,direct
2042,2027,"Peanuts, dry roasted, lightly salted",usda,"Peanuts, dry roasted, lightly salted",1,9034,direct
,2028,"Peanuts, dry roasted, unsalted",dravya,"Peanuts, dry roasted, unsalted",1,14112,direct
2044,2029,"Peanuts, honey roasted",usda,"Peanuts, honey roasted",1,1872,direct
,2030,"Pecans, NFS",dravya,"Pecans, NFS",1,1426,direct
2046,2031,"Pecans, unroasted",usda,"Pecans, unroasted",1,12755,direct
2047,2032,"Pecans, salted",usda,"Pecans, salted",1,2166,direct
2048,2033,"Pecans, unsalted",usda,"Pecans, unsalted",1,5939,direct
2049,2034,"Pecans, honey roasted",usda,"Pecans, honey roasted",1,12186,direct
,2035,Pine nuts,dravya,Pine nuts,1,6962,direct
2051,2036,"Pistachio nuts, NFS",usda,"Pistachio nuts, NFS",1,3976,direct
2052,2037,"Pistachio nuts, salted",usda,"Pistachio nuts, salted",1,13161,direct
2053,2038,"Pistachio nuts, lightly salted",usda,"Pistachio nuts, lightly salted",1,5452,direct
2054,2039,"Pistachio nuts, unsalted",usda,"Pistachio nuts, unsalted",1,11378,direct
2055,2040,"Walnuts, excluding honey roasted",usda,"Walnuts, excluding honey roasted",1,7801,direct
2056,2041,"Walnuts, honey roasted",usda,"Walnuts, honey roasted",1,2726,direct
2057,2042,Almond butter,usda,Almond butter,1,13926,direct
2058,2043,"Almond butter, lower sodium",usda,"Almond butter, lower sodium",1,1841,direct
2059,2044,Almond paste,usda,Almond paste,1,8653,direct
2060,2045,Cashew butter,usda,Cashew butter,1,7560,direct
2061,2046,Peanut butter,usda,Peanut butter,1,8116,direct
2062,2047,"Peanut butter, lower sodium",usda,"Peanut butter, lower sodium",1,8102,direct
2063,2048,"Peanut butter, lower sodium and lower sugar",usda,"Peanut butter, lower sodium and lower sugar",1,12899,direct
2064,2049,"Peanut butter, lower sugar",usda,"Peanut butter, lower sugar",1,10937,direct
2065,2050,"Peanut butter, reduced fat",usda,"Peanut butter, reduced fat",1,1163,direct
2066,2051,"Peanut butter, vitamin and mineral fortified",usda,"Peanut butter, vitamin and mineral fortified",1,1973,direct
2067,2052,Peanut butter and jelly,usda,Peanut butter and jelly,1,3604,direct
2068,2053,Peanut butter and chocolate spread,usda,Peanut butter and chocolate spread,1,12843,direct
2069,2054,Soy nut butter,usda,Soy nut butter,1,11608,direct
2070,2055,Peanut sauce,usda,Peanut sauce,1,12168,direct
2071,2056,"Soup, peanut",usda,"Soup, peanut",1,1320,direct
2072,2057,"Gravy, vegetarian",usda,"Gravy, vegetarian",1,6053,direct
2073,2058,"Peanut butter sandwich, NFS",usda,"Peanut butter sandwich, NFS",1,2485,direct
2074,2059,"Peanut butter sandwich, with regular peanut butter, on white bread",usda,"Peanut butter sandwich, with regular peanut butter, on white bread",1,7625,direct
2075,2060,"Peanut butter sandwich, with regular peanut butter, on wheat bread",usda,"Peanut butter sandwich, with regular peanut butter, on wheat bread",1,502,direct
2076,2061,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",usda,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",1,3909,direct
2077,2062,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",usda,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",1,7393,direct
2078,2063,"Peanut butter and jelly sandwich, NFS",usda,"Peanut butter and jelly sandwich, NFS",1,11096,direct
2079,2064,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",usda,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",1,9307,direct
2080,2065,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",usda,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",1,3810,direct
2081,2066,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",usda,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",1,6120,direct
2082,2067,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",usda,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",1,11325,direct
2083,2068,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",usda,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",1,9473,direct
2084,2069,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",usda,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",1,9661,direct
2085,2070,"Peanut butter and jelly sandwich, frozen commercial product without crusts",usda,"Peanut butter and jelly sandwich, frozen commercial product without crusts",1,11848,direct
2086,2071,"Almond butter sandwich, on white bread",usda,"Almond butter sandwich, on white bread",1,1609,direct
2087,2072,"Almond butter sandwich, on wheat bread",usda,"Almond butter sandwich, on wheat bread",1,60,direct
2088,2073,"Almond butter and jelly sandwich, on white bread",usda,"Almond butter and jelly sandwich, on white bread",1,10579,direct
2089,2074,"Almond butter and jelly sandwich, on wheat bread",usda,"Almond butter and jelly sandwich, on wheat bread",1,6396,direct
2090,2075,"Coconut milk, used in cooking",usda,"Coconut milk, used in cooking",1,1691,direct
2091,2076,"Yogurt, coconut milk",usda,"Yogurt, coconut milk",1,1704,direct
2092,2077,"Yogurt, almond milk",usda,"Yogurt, almond milk",1,12354,direct
2093,2078,"Coconut cream, canned, sweetened",usda,"Coconut cream, canned, sweetened",1,13037,direct
2094,2079,"Coconut water, unsweetened",usda,"Coconut water, unsweetened",1,8773,direct
2095,2080,"Coconut water, sweetened",usda,"Coconut water, sweetened",1,8781,direct
2096,2081,"Trail mix, NFS",usda,"Trail mix, NFS",1,6394,direct
2097,2082,Trail mix with nuts,usda,Trail mix with nuts,1,715,direct
2098,2083,Trail mix with nuts and fruit,usda,Trail mix with nuts and fruit,1,10895,direct
2099,2084,Trail mix with chocolate,usda,Trail mix with chocolate,1,14121,direct
2100,2085,"Trail mix with pretzels, cereal, or granola",usda,"Trail mix with pretzels, cereal, or granola",1,4662,direct
2101,2086,"Pumpkin seeds, NFS",usda,"Pumpkin seeds, NFS",1,11716,direct
2102,2087,"Pumpkin seeds, salted",usda,"Pumpkin seeds, salted",1,2344,direct
2103,2088,"Pumpkin seeds, unsalted",usda,"Pumpkin seeds, unsalted",1,13414,direct
2104,2089,"Sunflower seeds, plain, unsalted",usda,"Sunflower seeds, plain, unsalted",1,6167,direct
2105,2090,"Sunflower seeds, plain, salted",usda,"Sunflower seeds, plain, salted",1,14433,direct
2106,2091,"Sunflower seeds, flavored",usda,"Sunflower seeds, flavored",1,5472,direct
2107,2092,"Sunflower seeds, NFS",usda,"Sunflower seeds, NFS",1,206,direct
2108,2093,Sesame seeds,usda,Sesame seeds,1,14227,direct
2109,2094,Tahini,usda,Tahini,1,9007,direct
2110,2095,Flax seeds,usda,Flax seeds,1,10709,direct
2111,2096,Mixed seeds,usda,Mixed seeds,1,5666,direct
2112,2097,Chia seeds,usda,Chia seeds,1,9339,direct
2113,2098,"Bread, NS as to major flour",usda,"Bread, NS as to major flour",1,9192,direct
2114,2099,"Bread, NS as to major flour, toasted",usda,"Bread, NS as to major flour, toasted",1,200,direct
2115,2100,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",usda,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",1,9190,direct
2116,2101,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",usda,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",1,8487,direct
2117,2102,"Roll, NS as to major flour",usda,"Roll, NS as to major flour",1,6418,direct
2118,2103,"Roll, hard, NS as to major flour",usda,"Roll, hard, NS as to major flour",1,2463,direct
2119,2104,"Roll, bran, NS as to type of bran",usda,"Roll, bran, NS as to type of bran",1,3514,direct
2120,2105,"Bread, white",usda,"Bread, white",1,11025,direct
2121,2106,"Bread, white, toasted",usda,"Bread, white, toasted",1,7039,direct
2122,2107,"Bread, white, made from home recipe or purchased at a bakery",usda,"Bread, white, made from home recipe or purchased at a bakery",1,2904,direct
2123,2108,"Bread, white, made from home recipe or purchased at a bakery, toasted",usda,"Bread, white, made from home recipe or purchased at a bakery, toasted",1,9431,direct
2124,2109,"Bread, white with whole wheat swirl",usda,"Bread, white with whole wheat swirl",1,2444,direct
2125,2110,"Bread, white with whole wheat swirl, toasted",usda,"Bread, white with whole wheat swirl, toasted",1,13242,direct
2126,2111,"Bread, Cuban",usda,"Bread, Cuban",1,14216,direct
2127,2112,"Bread, Cuban, toasted",usda,"Bread, Cuban, toasted",1,1955,direct
2128,2113,"Bread, native, water, Puerto Rican style",usda,"Bread, native, water, Puerto Rican style",1,11863,direct
2129,2114,"Bread, native, water, toasted, Puerto Rican style",usda,"Bread, native, water, toasted, Puerto Rican style",1,13882,direct
2130,2115,"Bread, lard, Puerto Rican style",usda,"Bread, lard, Puerto Rican style",1,7026,direct
2131,2116,"Bread, lard, toasted, Puerto Rican style",usda,"Bread, lard, toasted, Puerto Rican style",1,10045,direct
2132,2117,"Bread, French or Vienna",usda,"Bread, French or Vienna",1,6509,direct
2133,2118,"Bread, French or Vienna, toasted",usda,"Bread, French or Vienna, toasted",1,2311,direct
2134,2119,"Focaccia, Italian, plain",usda,"Focaccia, Italian, plain",1,11857,direct
2135,2120,"Bread, naan",usda,"Bread, naan",1,635,direct
2136,2121,"Bread, Italian, Grecian, Armenian",usda,"Bread, Italian, Grecian, Armenian",1,8005,direct
2137,2122,"Bread, Italian, Grecian, Armenian, toasted",usda,"Bread, Italian, Grecian, Armenian, toasted",1,5303,direct
2138,2123,"Bread, pita",usda,"Bread, pita",1,3871,direct
2139,2124,"Bread, pita with fruit",usda,"Bread, pita with fruit",1,11506,direct
2140,2125,"Bread, cheese, toasted",usda,"Bread, cheese, toasted",1,3771,direct
2141,2126,"Bread, cinnamon, toasted",usda,"Bread, cinnamon, toasted",1,2540,direct
2142,2127,"Bread, cornmeal and molasses",usda,"Bread, cornmeal and molasses",1,4942,direct
2143,2128,"Bread, cornmeal and molasses, toasted",usda,"Bread, cornmeal and molasses, toasted",1,6516,direct
2144,2129,"Bread, egg, Challah",usda,"Bread, egg, Challah",1,12373,direct
2145,2130,"Bread, egg, Challah, toasted",usda,"Bread, egg, Challah, toasted",1,404,direct
2146,2131,"Garlic bread, NFS",usda,"Garlic bread, NFS",1,396,direct
2147,2132,"Garlic bread, from fast food / restaurant",usda,"Garlic bread, from fast food _ restaurant",1,5798,direct
2148,2133,"Garlic bread, from frozen",usda,"Garlic bread, from frozen",1,2720,direct
2149,2134,"Garlic bread, with parmesan cheese, from fast food / restaurant",usda,"Garlic bread, with parmesan cheese, from fast food _ restaurant",1,3460,direct
2150,2135,"Garlic bread, with parmesan cheese, from frozen",usda,"Garlic bread, with parmesan cheese, from frozen",1,2304,direct
2151,2136,"Garlic bread, with melted cheese, from fast food / restaurant",usda,"Garlic bread, with melted cheese, from fast food _ restaurant",1,10886,direct
2152,2137,"Garlic bread, with melted cheese, from frozen",usda,"Garlic bread, with melted cheese, from frozen",1,8011,direct
2153,2138,"Bread, onion",usda,"Bread, onion",1,4496,direct
2154,2139,"Bread, onion, toasted",usda,"Bread, onion, toasted",1,12097,direct
2155,2140,"Bread, reduced calorie and/or high fiber, white or NFS",usda,"Bread, reduced calorie and_or high fiber, white or NFS",1,9138,direct
2156,2141,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",usda,"Bread, reduced calorie and_or high fiber, white or NFS, toasted",1,3713,direct
2157,2142,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",usda,"Bread, reduced calorie and_or high fiber, white or NFS, with fruit and_or nuts",1,13756,direct
2158,2143,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",usda,"Bread, reduced calorie and_or high fiber, white or NFS, with fruit and_or nuts, toasted",1,5661,direct
2159,2144,"Bread, white, special formula, added fiber",usda,"Bread, white, special formula, added fiber",1,9447,direct
2160,2145,"Bread, white, special formula, added fiber, toasted",usda,"Bread, white, special formula, added fiber, toasted",1,6791,direct
2161,2146,"Bread, high protein, toasted",usda,"Bread, high protein, toasted",1,9184,direct
2162,2147,"Bread, potato, toasted",usda,"Bread, potato, toasted",1,8701,direct
2163,2148,"Bread, raisin",usda,"Bread, raisin",1,3769,direct
2164,2149,"Bread, raisin, toasted",usda,"Bread, raisin, toasted",1,1469,direct
2165,2150,"Bread, sour dough",usda,"Bread, sour dough",1,5929,direct
2166,2151,"Bread, sour dough, toasted",usda,"Bread, sour dough, toasted",1,6930,direct
2167,2152,"Bread, sweet potato",usda,"Bread, sweet potato",1,4661,direct
2168,2153,"Bread, sweet potato, toasted",usda,"Bread, sweet potato, toasted",1,4338,direct
2169,2154,"Bread, vegetable",usda,"Bread, vegetable",1,5066,direct
2170,2155,"Bread, vegetable, toasted",usda,"Bread, vegetable, toasted",1,10635,direct
2171,2156,Bruschetta,usda,Bruschetta,1,8366,direct
2172,2157,"Bread, dough, fried",usda,"Bread, dough, fried",1,4228,direct
2173,2158,"Roll, white, soft",usda,"Roll, white, soft",1,7631,direct
2174,2159,"Roll, white, hard",usda,"Roll, white, hard",1,190,direct
2175,2160,"Roll, white, hot dog bun",usda,"Roll, white, hot dog bun",1,2040,direct
2176,2161,"Roll, white, hamburger bun",usda,"Roll, white, hamburger bun",1,1866,direct
2177,2162,"Roll, diet",usda,"Roll, diet",1,1601,direct
2178,2163,"Roll, egg bread",usda,"Roll, egg bread",1,1762,direct
2179,2164,"Roll, cheese",usda,"Roll, cheese",1,6003,direct
2180,2165,"Roll, French or Vienna",usda,"Roll, French or Vienna",1,2967,direct
2181,2166,"Roll, garlic",usda,"Roll, garlic",1,2546,direct
2182,2167,"Roll, white, hoagie, submarine",usda,"Roll, white, hoagie, submarine",1,9647,direct
2183,2168,"Roll, Mexican, bolillo",usda,"Roll, Mexican, bolillo",1,2451,direct
2184,2169,"Roll, sour dough",usda,"Roll, sour dough",1,13702,direct
2185,2170,"Roll, sweet, no frosting",usda,"Roll, sweet, no frosting",1,2399,direct
2186,2171,"Roll, sweet, cinnamon bun, no frosting",usda,"Roll, sweet, cinnamon bun, no frosting",1,2088,direct
2187,2172,"Roll, sweet, cinnamon bun, frosted",usda,"Roll, sweet, cinnamon bun, frosted",1,3708,direct
2188,2173,"Pan dulce, NFS",usda,"Pan dulce, NFS",1,1085,direct
2189,2174,"Pan Dulce, with fruit, no frosting",usda,"Pan Dulce, with fruit, no frosting",1,13083,direct
2190,2175,"Roll, sweet, with fruit, frosted",usda,"Roll, sweet, with fruit, frosted",1,6918,direct
2191,2176,"Roll, sweet, with fruit, frosted, diet",usda,"Roll, sweet, with fruit, frosted, diet",1,7887,direct
2192,2177,"Roll, sweet, frosted",usda,"Roll, sweet, frosted",1,8652,direct
2193,2178,"Pan Dulce, no topping",usda,"Pan Dulce, no topping",1,1880,direct
2194,2179,"Pan Dulce, with sugar topping",usda,"Pan Dulce, with sugar topping",1,8654,direct
2195,2180,"Pan Dulce, with raisins and icing",usda,"Pan Dulce, with raisins and icing",1,7,direct
2196,2181,"Coffee cake, yeast type",usda,"Coffee cake, yeast type",1,12545,direct
2197,2182,Croissant,usda,Croissant,1,2111,direct
2198,2183,"Croissant, cheese",usda,"Croissant, cheese",1,10748,direct
2199,2184,"Croissant, chocolate",usda,"Croissant, chocolate",1,2092,direct
2200,2185,"Croissant, fruit",usda,"Croissant, fruit",1,8365,direct
2201,2186,Brioche,usda,Brioche,1,9197,direct
2202,2187,"Bread, Spanish coffee",usda,"Bread, Spanish coffee",1,12536,direct
2203,2188,Bagel,usda,Bagel,1,3837,direct
2204,2189,"Bagel, with raisins",usda,"Bagel, with raisins",1,11095,direct
2205,2190,"Bagel, with fruit other than raisins",usda,"Bagel, with fruit other than raisins",1,9748,direct
2206,2191,Bread stuffing,usda,Bread stuffing,1,2462,direct
2207,2192,Bread stuffing made with egg,usda,Bread stuffing made with egg,1,12892,direct
2208,2193,"Breadsticks, NFS",usda,"Breadsticks, NFS",1,5796,direct
2209,2194,"Breadsticks, hard, NFS",usda,"Breadsticks, hard, NFS",1,6004,direct
2210,2195,"Breadsticks, hard, reduced sodium",usda,"Breadsticks, hard, reduced sodium",1,4845,direct
2211,2196,"Breadsticks, soft, NFS",usda,"Breadsticks, soft, NFS",1,2029,direct
2212,2197,"Breadsticks, soft, fast food / restaurant",usda,"Breadsticks, soft, fast food _ restaurant",1,9909,direct
2213,2198,"Breadsticks, soft, frozen",usda,"Breadsticks, soft, frozen",1,2327,direct
2214,2199,"Breadsticks, soft, with parmesan cheese, fast food / restaurant",usda,"Breadsticks, soft, with parmesan cheese, fast food _ restaurant",1,10036,direct
2215,2200,"Breadsticks, soft, stuffed or topped with melted cheese",usda,"Breadsticks, soft, stuffed or topped with melted cheese",1,7627,direct
2216,2201,Croutons,usda,Croutons,1,681,direct
2217,2202,"Muffin, English",usda,"Muffin, English",1,6367,direct
2218,2203,"Muffin, English, with raisins",usda,"Muffin, English, with raisins",1,9405,direct
2219,2204,"Muffin, English, cheese",usda,"Muffin, English, cheese",1,10077,direct
2220,2205,"Muffin, English, with fruit other than raisins",usda,"Muffin, English, with fruit other than raisins",1,3167,direct
2221,2206,Melba toast,usda,Melba toast,1,7491,direct
2222,2207,Anisette toast,usda,Anisette toast,1,2442,direct
2223,2208,Pannetone,usda,Pannetone,1,10885,direct
2224,2209,Zwieback toast,usda,Zwieback toast,1,3056,direct
2225,2210,"Bread, whole grain white",usda,"Bread, whole grain white",1,2862,direct
2226,2211,"Bread, whole grain white, toasted",usda,"Bread, whole grain white, toasted",1,10288,direct
2227,2212,"Bagel, whole grain white",usda,"Bagel, whole grain white",1,2084,direct
2228,2213,"Bread, whole wheat",usda,"Bread, whole wheat",1,4954,direct
2229,2214,"Bread, whole wheat, toasted",usda,"Bread, whole wheat, toasted",1,6526,direct
2230,2215,"Bread, whole wheat, made from home recipe or purchased at bakery",usda,"Bread, whole wheat, made from home recipe or purchased at bakery",1,5,direct
2231,2216,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",usda,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",1,11183,direct
2232,2217,"Bread, chappatti or roti",usda,"Bread, chappatti or roti",1,8009,direct
,2218,"Bread, puri",dravya,"Bread, puri",1,4233,direct
2234,2219,"Bread, paratha",usda,"Bread, paratha",1,8671,direct
2235,2220,"Bread, whole wheat, with raisins",usda,"Bread, whole wheat, with raisins",1,9693,direct
